C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_06_11_01_26_25_451.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_06_11_01_26_25_451.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_06_11_01_26_25_451.jpg,0,0,0,9.94623E-06
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_06_11_01_26_25_520.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_06_11_01_26_25_520.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_06_11_01_26_25_520.jpg,0,0.2466015,0,0.1575894
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_06_11_01_26_25_589.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_06_11_01_26_25_589.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_06_11_01_26_25_589.jpg,0,0.4231729,0,0.4019256
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_06_11_01_26_25_656.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_06_11_01_26_25_656.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_06_11_01_26_25_656.jpg,0,0.6569397,0,0.9242679
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_06_11_01_26_25_725.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_06_11_01_26_25_725.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_06_11_01_26_25_725.jpg,0,0.8439366,0,1.472973
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_06_11_01_26_25_795.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_06_11_01_26_25_795.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_06_11_01_26_25_795.jpg,0,1,0,2.414089
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_06_11_01_26_25_865.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_06_11_01_26_25_865.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_06_11_01_26_25_865.jpg,0,1,0,3.118951
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_06_11_01_26_25_934.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_06_11_01_26_25_934.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_06_11_01_26_25_934.jpg,0,1,0,4.057047
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_06_11_01_26_26_004.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_06_11_01_26_26_004.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_06_11_01_26_26_004.jpg,0,1,0,4.757687
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_06_11_01_26_26_074.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_06_11_01_26_26_074.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_06_11_01_26_26_074.jpg,0,1,0,5.685259
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_06_11_01_26_26_143.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_06_11_01_26_26_143.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_06_11_01_26_26_143.jpg,0,1,0,6.376257
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_06_11_01_26_26_211.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_06_11_01_26_26_211.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_06_11_01_26_26_211.jpg,-0.05,1,0,7.062775
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_06_11_01_26_26_280.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_06_11_01_26_26_280.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_06_11_01_26_26_280.jpg,-0.25,1,0,7.958048
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_06_11_01_26_26_349.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_06_11_01_26_26_349.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_06_11_01_26_26_349.jpg,-0.4,1,0,8.609211
